Element Code,Scientific Name,English Name,Biogeoclimatic Units,Provincial,BC List,Global,COSEWIC,SARA,Provincial FRPA,Land Use Objectives,CDC Mapped Locations - Public,CDC Mapped Locations - Confidential
PDSAX0Z010,Tellima grandiflora,fringecup,,S5 (2019),Yellow,G5 (2015),,,,,,
PDAST8H0B1,Tephroseris frigida,purple-haired groundsel,BAFA; CMA; SWBun; SWBuns,S3 (2019),Blue,G5T5 (2016),,,,,Y,
PDAST8H1E0,Tephroseris lindstroemii,northern groundsel,BAFA; CMA,S3 (2019),Blue,G4 (2016),,,,,Y,
PDAST8H290,Tephroseris newcombei,Newcombe's butterweed,,S4 (2019),Yellow,G4 (2019),,,,,,
PDAST8H0U0,Tephroseris palustris,marsh fleabane,BWBSdk; BWBSmw,S3? (2022),Blue,G5 (2016),,,,,Y,
PDAST8H3C0,Tephroseris yukonensis,Yukon groundsel,BAFA; CMA,S3 (2019),Blue,G4G5 (2016),,,,,Y,
PDAST95030,Tetradymia canescens,grey horsebrush,,S4? (2019),Yellow,G5 (2016),,,,,,
NBHEP0S010,Tetralophozia filiformis,,,S3 (2021),Blue,G3G5 (1999),,,,,,
NBHEP0S030,Tetralophozia setiformis,,,S4 (2021),Yellow,G5 (2017),,,,,,
NBMUS7B010,Tetraphis geniculata,,,S4S5 (2011),Yellow,G5 (2015),,,,,,
NBMUS7B021,Tetraphis pellucida var. pellucida,,,SNR,Not Reviewed,G5T5 (2015),,,,,,
NBMUS7B022,Tetraphis pellucida var. trachypoda,,,SNR,Not Reviewed,G5TNR,,,,,,
NBMUS7C010,Tetraplodon angustatus,,,S4 (2015),Yellow,G5 (2015),,,,,,
NBMUS7C020,Tetraplodon mnioides,,,S4 (2015),Yellow,G5 (2015),,,,,,
NBMUS7C050,Tetraplodon pallidus,,BAFA,S1S2 (2015),Red,G5 (2015),,,,,,
NBMUS7C040,Tetraplodon urceolatus,,,S1 (2015),Red,G5 (2015),,,,,,
NBMUS7A030,Tetrodontium brownianum var. ovatum,,,SNR,Not Reviewed,GNRTU (2000),,,,,,
NBMUS7A020,Tetrodontium repandum,,ESSFwcp; MHmm,S2S3 (2015),Blue,G2G3 (2009),,,,,,
PDLAM20022,Teucrium canadense var. occidentale,American germander,,S3S4 (2019),Yellow,G5T5? (1999),,,,,,
PDRAN0M010,Thalictrum alpinum,alpine meadowrue,,S4S5 (2019),Yellow,G5 (2016),,,,,,
PDRAN0M060,Thalictrum dasycarpum,purple meadowrue,ESSFdk; ICHdw; ICHxw; IDFdm,S3 (2019),Blue,G5 (2016),,,,,Y,
PDRAN0M0F0,Thalictrum occidentale,western meadowrue,,S5 (2019),Yellow,G5 (2016),,,,,,
PDRAN0M0K0,Thalictrum sparsiflorum,few-flowered meadowrue,,S4S5 (2019),Yellow,G5 (2016),,,,,,
PDRAN0M0Q0,Thalictrum venulosum,veiny meadowrue,,S5 (2019),Yellow,G5 (2016),,,,,,
NBMUS7D020,Thamnobryum neckeroides,,,S4 (2015),Yellow,G4 (2004),,,,,,
PDBRA2N070,Thelypodium laciniatum,thick-leaved thelypody,,S3S4 (2019),Yellow,G5 (2015),,,,,,
PDBRA2N0A0,Thelypodium milleflorum,Many-flower thelypody,,SU (2019),Unknown,G5 (1990),,,,,,
PPTHE050W0,Thelypteris nevadensis,Nevada marsh fern,CWHxm,S1 (2019),Red,G4 (2011),,,,,Y,
PPTHE051A0,Thelypteris quelpaertensis,mountain fern,,S4 (2019),Yellow,G4 (2011),,,,,,
PDFAB3Z090,Thermopsis rhombifolia,prairie golden bean,,SU (2019),Unknown,G5 (2016),,,,,Y,
PMPOA7H031,Thinopyrum intermedium ssp. barbulatum,hairy wheatgrass,,SNA (2012),Exotic,GNRTNR,,,,,,
PMPOA7H032,Thinopyrum intermedium ssp. intermedium,intermediate wheatgrass,,SNA (2012),Exotic,GNRTNR,,,,,,
PMPOA8H010,Thinopyrum ponticum,tall wheatgrass,,SNA (2019),Exotic,GNR,,,,,,
PDBRA2P030,Thlaspi arvense,field pennycress,,SNA (2019),Exotic,GNR,,,,,,
NBMUS7F0A0,Thuidium delicatulum var. radicans,,,S2S3 (2011),Blue,G5T5 (2015),,,,,,
NBMUS7F070,Thuidium recognitum,,,S4S5 (2015),Yellow,G5 (2015),,,,,,
PGCUP06030,Thuja plicata,western redcedar,,S5 (2019),Yellow,G5 (2016),,,,,,
PDLAM21020,Thymus pulegioides,lemon thyme,,SNA (2019),Exotic,GNR,,,,,,
PDBRA2Q020,Thysanocarpus curvipes,sand lacepod,,S3S4 (2019),Yellow,G4G5 (1987),,,,,,
PDSAX10033,Tiarella trifoliata var. laciniata,cut-leaved foamflower,,S5 (2000),Yellow,G5T5 (2015),,,,,,
PDSAX10031,Tiarella trifoliata var. trifoliata,three-leaved foamflower,,S5 (2000),Yellow,G5T5 (2015),,,,,,
PDSAX10032,Tiarella trifoliata var. unifoliata,one-leaved foamflower,,S5 (2000),Yellow,G5T5 (2015),,,,,,
NBMUS7G010,Timmia austriaca,,,S5 (2015),Yellow,G5 (2015),,,,,,
NBMUS7G021,Timmia megapolitana ssp. bavarica,,,S4 (2011),Yellow,G5T5? (1991),,,,,,
NBMUS7G022,Timmia megapolitana ssp. megapolitana,,,S4 (2011),Yellow,G5T5 (2019),,,,,,
NBMUS7G032,Timmia norvegica var. norvegica,,,S3,Blue,G5T5 (2015),,,,,,
NBMUS7G040,Timmia sibirica,,ESSFdk; SWBmk,S1S2 (2015),Red,G5? (2000),,,,,,
NBMUS7H020,Timmiella crassinervis,,,S3S4 (2015),Yellow,G4 (1994),,,,,,
PMLIL1Y010,Tofieldia coccinea,northern false asphodel,,S4 (2019),Yellow,G5 (2015),,,,,,
PMLIL1Y040,Tofieldia pusilla,common false asphodel,,S5 (2019),Yellow,G5 (2015),,,,,,
PDSAX11020,Tolmiea menziesii,piggy-back plant,,S5 (2019),Yellow,G5 (2015),,,,,,
NBMUS7J020,Tomentypnum falcifolium,,,S3S4 (2015),Yellow,G3G5 (2000),,,,,,
NBMUS7J010,Tomentypnum nitens,,,S4 (2015),Yellow,G5 (2015),,,,,,
PDBRA11270,Tomostima reptans,Carolina draba,,SU (2019),Unknown,G5 (1985),,,,,Y,
PDSCR1Y020,Tonella tenella,small-flowered tonella,CDFmm,S3 (2019),Blue,G5 (1990),E,1-E (2005),,,Y,Y
PDASTE0050,Tonestus lyallii,Lyall's goldenweed,,S5 (2019),Yellow,G5 (2016),,,,,,
PDAPI2B011,Torilis arvensis ssp. arvensis,spreading hedge-parsley,,SNA,Exotic,GNRTNR (2004),,,,,,
PDAPI2B020,Torilis japonica,upright hedge-parsley,,SNA (2019),Exotic,GNR,,,,,,
PMPOA61033,Torreyochloa pallida var. pauciflora,weak false-manna,,S5 (2019),Yellow,G5T5 (2016),,,,,,
NBMUS7K030,Tortella fragilis,,,S4S5 (2015),Yellow,G5 (2015),,,,,,
NBMUS7K040,Tortella humilis,,CDFmm,S1 (2015),Red,G5 (1991),,,,,,
NBMUS7K051,Tortella inclinata var. inclinata,,,S3S4 (2011),Yellow,G4G5TNR,,,,,,
NBMUS7Q060,Tortella spitsbergensis,,SWB,S1S2 (2015),Red,G5? (2000),,,,,,
NBMUS7K010,Tortella tortuosa var. arctica,,SWB,S1S2 (2011),Red,G5TU (2000),,,,,,
NBMUS7K061,Tortella tortuosa var. tortuosa,,,S4S5 (2011),Yellow,G5T5 (2012),,,,,,
NBMUS5B010,Tortula acaulon,,,S3S4 (2015),Yellow,G5 (1991),,,,,,
NBMUS7L020,Tortula amplexa,,,S3S4 (2011),Yellow,G2G4 (2000),,,,,,
NBMUS25020,Tortula atrovirens,,,S2 (2015),Red,G5? (1996),,,,,,
NBMUS7L060,Tortula bolanderi,,CWH,S2 (2015),Red,G3G5 (2000),,,,,,
NBMUS7L070,Tortula brevipes,,,S3S4 (2015),Yellow,G3G5 (1996),,,,,,
NBMUS7L130,Tortula cernua,,,S3S4 (2015),Yellow,G4G5 (2015),,,,,,
NBMUS25070,Tortula hoppeana,,,S4S5 (2015),Yellow,G5 (2015),,,,,,
NBMUS25090,Tortula leucostoma,,BAFA; MH; SWB,S3 (2015),Blue,G5 (2015),,,,,,
NBMUS7L0F0,Tortula mucronifolia,,,S4S5 (2015),Yellow,G5 (2015),,,,,,
NBMUS7L0G0,Tortula muralis,,,S4? (2015),Yellow,G5 (1991),,,,,,
NBMUS5V060,Tortula nevadensis,,CWH,SH (2015),Red,G2G3 (2018),,,,,,
NBMUS250A0,Tortula obtusifolia,,BG; CDF; ICH; IDF,S3 (2015),Blue,G5 (1991),,,,,,
NBMUS250B0,Tortula plinthobia,,,SNR,Not Reviewed,G4G5 (1991),,,,,,
NBMUS5V020,Tortula protobryoides,,IDF,S1 (2015),Red,G5? (1996),,,,,,
NBMUS7L0T0,Tortula subulata,,,S3S4 (2015),Yellow,G5? (2000),,,,,,
NBMUS250E0,Tortula systylia,,BAFA,S1 (2015),Red,G4G5 (1991),,,,,,
NBMUS5V090,Tortula truncata,,,SNA (2015),Exotic,G3G5 (1991),,,,,,
PDAST9C0C0,Townsendia hookeri,Hooker's townsendia,,S4 (2019),Yellow,G5 (1986),,,,,,
PDAST9C0J0,Townsendia parryi,Parry's townsendia,ESSFdkp; IMA,S2 (2019),Red,G4? (1988),,,,,Y,
PDANA0B010,Toxicodendron diversilobum,poison oak,,S3S4 (2019),Yellow,G5 (1999),,,,,,
PDANA0B030,Toxicodendron rydbergii,poison ivy,,S5 (2019),Yellow,G5 (2016),,,,,,
PMLIL280D1,Toxicoscordion venenosum var. gramineum,grass-leaved death-camas,,S5 (2000),Yellow,G5T5 (2015),,,,,,
PMLIL280D2,Toxicoscordion venenosum var. venenosum,meadow death-camas,,S5 (2000),Yellow,G5T5 (2015),,,,,,
PDAST9E010,Tragopogon dubius,yellow salsify,,SNA (2019),Exotic,GNR,,,,,,
PDAST9E050,Tragopogon porrifolius,common salsify,,SNA (2019),Exotic,GNR,,,,,,
PDAST9E060,Tragopogon pratensis,meadow salsify,,SNA (2019),Exotic,GNR,,,,,,
PDRAN0N010,Trautvetteria caroliniensis,false bugbane,,S5 (2019),Yellow,G5 (2016),,,,,,
NBMUS7M010,Trematodon ambiguus,,,S3S4 (2011),Yellow,G5 (2017),,,,,,
NBMUS7M060,Trematodon asanoi,,MHmm,S2S3 (2015),Blue,G3? (2021),,,,,,
NBMUS7M050,Trematodon montanus,,CWH,S1? (2015),Red,G1G3 (2017),,,,,,
PDCLU06010,Triadenum fraseri,Fraser's St. John's-wort,,SNA (2019),Exotic,G5 (2016),,,,,,
PMLIL1Y035,Triantha glutinosa,sticky false asphodel,,S5 (2019),Yellow,G5 (2015),,,,,,
PMLIL1Y032,Triantha occidentalis ssp. brevistyla,western false asphodel,,S5 (2000),Yellow,G5T5 (2015),,,,,,
PMLIL1Y034,Triantha occidentalis ssp. montana,western false asphodel,,S5 (2000),Yellow,G5T5 (2015),,,,,,
PDZYG06020,Tribulus terrestris,puncture vine,,SNA (2019),Exotic,GNR,,,,,,
NBMUS7N021,Trichodon cylindricus var. cylindricus,,,S4 (2015),Yellow,G4G5T4 (1991),,,,,,
PMCYP0A010,Trichophorum alpinum,Hudson Bay clubrush,,S5 (2019),Yellow,G5 (2016),,,,,,
PMCYP0Q060,Trichophorum cespitosum,tufted clubrush,,S5 (2019),Yellow,G5 (2016),,,,,,
PMCYP0Q250,Trichophorum pumilum,dwarf clubrush,,S4 (2019),Yellow,G5 (2016),,,,,,
PDLAM22090,Trichostema oblongum,mountain blue-curls,,SU (2019),Unknown,G5 (1990),,,,,Y,
NBMUS7P040,Trichostomopsis australasiae,,,S4S5 (2014),Yellow,G5? (2000),,,,,,
NBMUS7Q110,Trichostomum tenuirostre var. tenuirostre,,,SNR,Not Reviewed,G5T5 (2017),,,,,,
PDFAB40090,Trifolium arvense,hare's-foot clover,,SNA (2019),Exotic,GNR,,,,,,
PDFAB400B0,Trifolium aureum,yellow clover,,SNA (2019),Exotic,GNR,,,,,,
PDFAB400K0,Trifolium campestre,low hop-clover,,SNA (2019),Exotic,GNR,,,,,,
PDFAB400N0,Trifolium cyathiferum,cup clover,,S3S4 (2019),Yellow,G4 (1990),,,,,,
PDFAB400R1,Trifolium depauperatum var. depauperatum,poverty clover,CDFmm; CWHxm,S3 (2019),Blue,G5T5? (2000),,,,,Y,
PDFAB400S0,Trifolium dichotomum,Macrae's clover,CDFmm; CWHxm,S2 (2021),Red,G4? (2002),,,,,Y,
PDFAB400U0,Trifolium dubium,small hop-clover,,SNA (2019),Exotic,GNR,,,,,,
PDFAB400X1,Trifolium fragiferum ssp. bonannii,strawberry clover,,SNA (2019),Exotic,GNRTNR,,,,,,
PDFAB400Z0,Trifolium glomeratum,clustered clover,,SNA (2019),Exotic,GNR,,,,,,
PDFAB40150,Trifolium hybridum,alsike clover,,SNA (2019),Exotic,GNR,,,,,,
PDFAB40160,Trifolium incarnatum,crimson clover,,SNA (2019),Exotic,GNR,,,,,,
PDFAB401J0,Trifolium microcephalum,small-headed clover,,S5 (2019),Yellow,G5 (2019),,,,,,
PDFAB401K0,Trifolium microdon,thimble clover,,S5 (2019),Yellow,G5 (2019),,,,,,
PDFAB401Q0,Trifolium oliganthum,few-flowered clover,,S5 (2019),Yellow,G5 (2019),,,,,,
PDFAB401Z0,Trifolium pratense,red clover,,SNA (2019),Exotic,GNR,,,,,,
PDFAB40220,Trifolium repens,white clover,,SNA (2019),Exotic,GNR,,,,,,
PDFAB40260,Trifolium striatum,knotted clover,,SNA (2019),Exotic,GNR,,,,,,
PDFAB40270,Trifolium subterraneum,subterranean clover,,SNA (2019),Exotic,GNR,,,,,,
PDFAB40440,Trifolium variegatum,white-tipped clover,,S5 (2019),Yellow,G5 (2019),,,,,,
PDFAB402K0,Trifolium willdenovii,tomcat clover,,S5 (2019),Yellow,G5 (2019),,,,,,
PDFAB402E0,Trifolium wormskioldii,springbank clover,,S5 (2019),Yellow,G5 (2016),,,,,,
PMJCG02010,Triglochin concinna var. concinna,graceful arrow-grass,,S3S4 (2017),Yellow,G5 (1990),,,,,,
PMJCG02080,Triglochin maritima,seaside arrow-grass,,S5 (2019),Yellow,GNR,,,,,,
PMJCG02040,Triglochin palustris,marsh arrow-grass,,S5 (2019),Yellow,G5 (2015),,,,,,
PMJCG01010,Triglochin scilloides,flowering quillwort,,S3S4 (2019),Yellow,G5? (1998),,,,,,
PMLIL201A0,Trillium hibbersonii,Hibberson's trillium,CWHvh,S3 (2019),Blue,G3 (2019),,,,,Y,
PMLIL200M4,Trillium ovatum var. ovatum,western trillium,,S5 (2019),Yellow,G5T5 (2019),,,,,,
PDCAM0N052,Triodanis perfoliata ssp. perfoliata,Venus' looking-glass,,S5 (2019),Yellow,G5T5 (2000),,,,,,
PDSCR2T030,Triphysaria pusilla,dwarf owl-clover,,S5 (2019),Yellow,G5 (2019),,,,,,
PDSCR2T021,Triphysaria versicolor ssp. versicolor,bearded owl-clover,CDFmm,S1 (2019),Red,G5T5 (1997),E,1-E (2003),,,Y,
PDAST690Z0,Tripleurospermum inodorum,scentless mayweed,,SNA (2019),Exotic,GNR,,,,,,
NBMUS7R010,Tripterocladium leucocladulum,,CWH; IDF; MH,S3 (2015),Blue,G3 (1998),,,,,,
NBMUS7S010,Triquetrella californica,,,S1S2 (2018),Red,G2 (2015),,,,,,
PMPOA690N0,Trisetum canescens,tall trisetum,,S5 (2000),Yellow,G5 (2016),,,,,,
PMPOA690P0,Trisetum cernuum,nodding trisetum,,S5 (2019),Yellow,G5 (2016),,,,,,
PMPOA690C0,Trisetum spicatum,spike trisetum,,S5 (2019),Yellow,G5 (2016),,,,,,
PMLIL21060,Triteleia grandiflora,large-flowered triteleia,,S5 (2019),Yellow,G4G5 (2015),,,,,,
PMLIL21061,Triteleia howellii,Howell's triteleia,CDFmm,S1 (2005),Red,G4G5T3T4Q (2020),E,1-E (2005),,,Y,
PMLIL21092,Triteleia hyacinthina,white triteleia,,S5 (2019),Yellow,G4G5T4T5 (2015),,,,,,
PMPOA6A010,Triticum aestivum,wheat,,SNA (2019),Exotic,GNR,,,,,,
NBHEP3C010,Tritomaria exsecta,,,S3 (2021),Blue,G5 (2017),,,,,,
NBHEP3C022,Tritomaria exsectiformis ssp. exsectiformis,,,S3 (2021),Blue,G5T5 (1991),,,,,,
NBHEP3C052,Tritomaria quinquedentata ssp. quinquedentata,,,S5 (2015),Yellow,G5T5 (1991),,,,,,
NBHEP3C060,Tritomaria scitula,,,S3 (2021),Blue,G4 (1991),,,,,,
PDRAN0P021,Trollius albiflorus,globeflower,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PGPIN06030,Tsuga heterophylla,western hemlock,,S5 (2019),Yellow,G5 (2016),,,,,,
PGPIN06040,Tsuga mertensiana,mountain hemlock,,S5 (2019),Yellow,G5 (2016),,,,,,
PDBRA060P0,Turritis glabra,tower mustard,,S5 (2019),Yellow,G5 (2016),,,,,,
PDAST9K010,Tussilago farfara,coltsfoot,,SNA (2019),Exotic,GNR,,,,,,
PMTYP01020,Typha angustifolia,lesser cattail,,SNA (2019),Exotic,G5 (2015),,,,,,
PMTYP01040,Typha latifolia,common cattail,,S5 (2019),Yellow,G5 (2015),,,,,,
PMTYP01050,Typha x glauca,blue cattail,,SNA (2007),Exotic,GNA (2015),,,,,,
PDFAB42010,Ulex europaeus,gorse,,SNA (2019),Exotic,GNR,,,,,,
PDULM04020,Ulmus americana,American elm,,SNA (2021),Exotic,G4 (2019),,,,,,
PDULM04080,Ulmus pumila,Siberian elm,,SNA (2019),Exotic,GNR,,,,,,
NBMUS7T0B0,Ulota barclayi,,,SU (2015),Unknown,GNR,,,,,,
NBMUS7T020,Ulota crispa,,,SNR,Not Reviewed,G5 (2015),,,,,,
NBMUS7T030,Ulota curvifolia,,BAFA; ICH; IDF,S3 (2015),Blue,G4G5 (2017),,,,,,
NBMUS7T040,Ulota drummondii,,CWH,S3 (2015),Blue,G3G5 (1991),,,,,,
NBMUS7T0D0,Ulota intermedia,,,SNR,Not Reviewed,GNR,,,,,,
NBMUS7T070,Ulota megalospora,,,S4 (2015),Yellow,G3G5 (1999),,,,,,
NBMUS7T080,Ulota obtusiuscula,,,S4 (2015),Yellow,G4G5 (2009),,,,,,
PDAST6E0B0,Uropappus lindleyi,Lindley's microseris,CDFmm,S1S2 (2019),Red,G5 (1990),E,1-E (2010),,,Y,
PDURT0D021,Urtica dioica ssp. dioica,stinging nettle,,SNA (2000),Exotic,G5T5? (2002),,,,,,
PDURT0D022,Urtica dioica ssp. gracilis,stinging nettle,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PDURT0D040,Urtica urens,dog nettle,,SNA (2019),Exotic,GNR,,,,,,
PDLNT02100,Utricularia gibba,humped bladderwort,,S4 (2019),Yellow,G5 (2016),,,,,,
PDLNT020A0,Utricularia intermedia,flat-leaved bladderwort,,S5 (2019),Yellow,G5 (2016),,,,,,
PDLNT020D0,Utricularia minor,lesser bladderwort,,S5 (2019),Yellow,G5 (2016),,,,,,
PDLNT020E0,Utricularia ochroleuca,ochroleucous bladderwort,BWBSdk; CDFmm; ESSFmv; ICHmw,S2S3 (2019),Blue,G4G5 (2016),,,,,Y,
PDLNT020C0,Utricularia vulgaris ssp. macrorhiza,greater bladderwort,,S5 (2019),Yellow,G5 (2016),,,,,,
PDCAR0Z020,Vaccaria hispanica,cow-basil,,SNA (2019),Exotic,GNR,,,,,,
PDERI181Y0,Vaccinium alaskaense,Alaskan blueberry,,S5 (2000),Yellow,G5 (2010),,,,,,
PDERI18060,Vaccinium cespitosum,dwarf blueberry,,S5 (2019),Yellow,G5 (2016),,,,,,
PDERI18090,Vaccinium corymbosum,highbush blueberry,,SNA (2019),Exotic,G5 (2016),,,,,,
PDERI180C0,Vaccinium deliciosum,Cascade blueberry,,S5 (2019),Yellow,G5 (2016),,,,,,
PDERI180J0,Vaccinium macrocarpon,large-fruited cranberry,,SNA (2019),Exotic,G5 (2016),,,,,,
PDERI180K0,Vaccinium membranaceum,black huckleberry,,S5 (2019),Yellow,G5 (2016),,,,,,
PDERI1V010,Vaccinium microcarpum,small-fruited cranberry,,S5 (2019),Yellow,G5 (2016),,,,,,
PDERI180M0,Vaccinium myrtilloides,velvet-leaved blueberry,,S5 (2019),Yellow,G5 (2016),,,,,,
PDERI180N0,Vaccinium myrtillus,low huckleberry,,S5 (2019),Yellow,G5 (2016),,,,,,
PDERI18220,Vaccinium ovalifolium,oval-leaved blueberry,,S5 (2019),Yellow,GNR,,,,,,
PDERI180Q0,Vaccinium ovatum,evergreen huckleberry,,S5 (2019),Yellow,G5 (2019),,,,,,
PDERI180R0,Vaccinium oxycoccos,bog cranberry,,S5 (2019),Yellow,G5 (2015),,,,,,
PDERI18210,Vaccinium parvifolium,red huckleberry,,S5 (2019),Yellow,G5 (2016),,,,,,
PDERI180Y0,Vaccinium scoparium,grouseberry,,S5 (2019),Yellow,G5 (2016),,,,,,
PDERI18110,Vaccinium uliginosum,bog blueberry,,S5 (2019),Yellow,G5 (2016),,,,,,
PDERI18121,Vaccinium vitis-idaea ssp. minus,lingonberry,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PMPOA6M010,Vahlodea atropurpurea,mountain hairgrass,,S5 (2019),Yellow,G5 (2016),,,,,,
PDVAL03061,Valeriana dioica var. sylvatica,marsh valerian,,S5 (2019),Yellow,G5T5 (2013),,,,,,
PDVAL03074,Valeriana edulis var. edulis,edible valerian,IDFdm; IDFxh; PPdh,S1 (2022),Red,G5T5 (1997),,,,,Y,
PDVAL03080,Valeriana occidentalis,western valerian,MSdk,S1S3,Red,G5 (1990),,,,,Y,
PDVAL03090,Valeriana officinalis,garden heliotrope,,SNA (2019),Exotic,GNR,,,,,,
PDVAL030D0,Valeriana scouleri,Scouler's valerian,,S5 (2019),Yellow,G4 (2001),,,,,,
PDVAL030E0,Valeriana sitchensis,Sitka valerian,,S5 (2019),Yellow,G5 (2016),,,,,,
PDVAL04060,Valerianella locusta,cornsalad,,SNA (2019),Exotic,G5 (1994),,,,,,
PMHYD0A010,Vallisneria americana,American tapegrass,,SNA (2019),Exotic,G5 (2016),,,,,,
PMPOA6D010,Ventenata dubia,ventenata,,SNA (2019),Exotic,GNR,,,,,,
PMLIL25072,Veratrum viride var. eschscholzianum,green false-hellebore,,S5 (2019),Yellow,G5T5 (2015),,,,,,
PDSCR1Z010,Verbascum blattaria,moth mullein,,SNA (2019),Exotic,GNR,,,,,,
PDSCR1Z040,Verbascum phlomoides,woolly mullein,,SNA (2019),Exotic,GNR,,,,,,
PDSCR1Z080,Verbascum thapsus,great mullein,,SNA (2019),Exotic,GNR,,,,,,
PDSCR1Z090,Verbascum virgatum,wand mullein,,SNA (2019),Exotic,GNR,,,,,,
PDVER0N030,Verbena bracteata,bracted vervain,,S5 (2019),Yellow,G5 (2016),,,,,,
PDVER0N0E0,Verbena hastata,blue vervain,,S3S4 (2019),Yellow,G5 (2016),,,,,,
PDSCR20040,Veronica anagallis-aquatica,blue water speedwell,,SNA (2019),Exotic,G5 (2017),,,,,,
PDSCR20150,Veronica arguteserrata,sawtooth speedwell,,SNA (2019),Exotic,GNR,,,,,,
PDSCR20050,Veronica arvensis,wall speedwell,,SNA (2019),Exotic,GNR,,,,,,
PDSCR20030,Veronica beccabunga var. americana,American speedwell,,S5 (2019),Yellow,G5 (2016),,,,,,
PDSCR20090,Veronica catenata,pink water speedwell,CWHdm; ESSFmw; IDFdm,S3 (2019),Blue,G5 (1984),,,,,Y,
PDSCR200A0,Veronica chamaedrys,germander speedwell,,SNA (2019),Exotic,GNR,,,,,,
PDSCR200C0,Veronica cusickii,Cusick's speedwell,,S4 (2019),Yellow,G5 (1990),,,,,,
PDSCR200F0,Veronica filiformis,slender speedwell,,SNA (2019),Exotic,GNR,,,,,,
PDSCR200K0,Veronica hederifolia,ivy-leaved speedwell,,SNA (2019),Exotic,GNR,,,,,,
PDSCR20140,Veronica nutans,alpine speedwell,,S5 (2019),Yellow,G5 (2016),,,,,,
PDSCR200N0,Veronica officinalis,common speedwell,,SNA (2019),Exotic,G5 (2016),,,,,,
PDSCR200Q1,Veronica peregrina var. peregrina,purslane speedwell,,SNA (1994),Exotic,G5T5 (2016),,,,,,
PDSCR200Q2,Veronica peregrina var. xalapensis,purslane speedwell,,S4S5 (2015),Yellow,G5T5 (2016),,,,,,
PDSCR200R0,Veronica persica,bird's-eye speedwell,,SNA (2019),Exotic,GNR,,,,,,
PDSCR200U0,Veronica scutellata,marsh speedwell,,S5 (2019),Yellow,G5 (2016),,,,,,
PDSCR200V1,Veronica serpyllifolia var. humifusa,thyme-leaved speedwell,,S5 (2019),Yellow,G5T5? (2000),,,,,,
PDSCR200V2,Veronica serpyllifolia var. serpyllifolia,thyme-leaved speedwell,,SNA (2000),Exotic,G5TNR,,,,,,
PDSCR200Y0,Veronica verna,spring speedwell,,SNA (2019),Exotic,GNR,,,,,,
PDCPR07070,Viburnum edule,highbush-cranberry,,S5 (2019),Yellow,G5 (2016),,,,,,
PDCPR070G1,Viburnum opulus var. americanum,American bush-cranberry,,S4 (2019),Yellow,G5T5 (2016),,,,,,
PDCPR070G2,Viburnum opulus var. opulus,European bush-cranberry,,SNA (2010),Exotic,G5TNR,,,,,,
PDCPR070X0,Viburnum tinus,Laurustinus,,SNA (2019),Exotic,GNR,,,,,,
PDFAB43020,Vicia americana,American vetch,,S5 (2019),Yellow,G5 (2016),,,,,,
PDFAB43061,Vicia cracca ssp. cracca,tufted vetch,,SNA (2019),Exotic,GNRTNR,,,,,,
PDFAB430D0,Vicia hirsuta,tiny vetch,,SNA (2019),Exotic,GNR,,,,,,
PDFAB430F0,Vicia lathyroides,spring vetch,,SNA (2019),Exotic,GNR,,,,,,
PDFAB430P1,Vicia nigricans var. gigantea,giant vetch,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PDFAB430T1,Vicia sativa var. angustifolia,common vetch,,SNA (2000),Exotic,GNRTNR,,,,,,
PDFAB430T2,Vicia sativa var. sativa,common vetch,,SNA (2000),Exotic,GNRTNR,,,,,,
PDFAB430W0,Vicia tetrasperma,slender vetch,,SNA (2019),Exotic,GNR,,,,,,
PDFAB430X2,Vicia villosa var. glabrescens,woolly vetch,,SNA,Exotic,G5T5 (1993),,,,,,
PDFAB430X3,Vicia villosa var. villosa,hairy vetch,,SNA (2000),Exotic,G5TNR,,,,,,
PDAPO0T020,Vinca major,large periwinkle,,SNA (2019),Exotic,GNR,,,,,,
PDAPO0T030,Vinca minor,common periwinkle,,SNA (2019),Exotic,GNR,,,,,,
PDVIO04017,Viola adunca var. adunca,early blue violet,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PDVIO04040,Viola arvensis,European field pansy,,SNA (2019),Exotic,GNR,,,,,,
PDVIO04072,Viola biflora var. carlottae,Haid Gwaii twinflower violet,,S3S4 (2019),Yellow,G5T3T4 (2019),,,,,,
PDVIO040A3,Viola canadensis var. rugulosa,Canada violet,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PDVIO040J1,Viola epipsila var. repens,dwarf marsh violet,,S4 (2019),Yellow,G5T4T5 (2016),,,,,,
PDVIO044N0,Viola glabella,stream violet,,S5 (2019),Yellow,G5 (2016),,,,,,
PDVIO040U0,Viola howellii,Howell's violet,CDFmm; CWHmm; CWHxm; MHmm,S1S2 (2019),Red,G4 (1988),,,,,Y,
PDVIO044Q0,Viola lanceolata,lance-leaved violet,,SNA (2019),Exotic,G5 (2016),,,,,,
PDVIO04100,Viola langsdorffii,Alaska violet,,S5 (2019),Yellow,G4G5 (2016),,,,,,
PDVIO04140,Viola macloskeyi,small white violet,,S5 (2019),Yellow,G5 (2016),,,,,,
