D,ScientificName,QualifiedScientificName,CommonName,Family,Genus,Species,SpeciesAuthority,Subspecies,SubspeciesAuthority,Variety,VarietyAuthority,Forma,FormaAuthority,Identifier,IDDate,IDNotes,CDC,MuseumCollection,Collector,CollectorsFieldNumber,CollectionDate,Prov_State,District,LocationName,LocationDescription,Latitude,Longitude,UTMZone,UTMNorthing,UTMEasting,Elevation,Park_ER_IR,HabitatRemarks,SpecimenNotes,SpeciesAbundance,ReviewedYesNo,AddedYesNo,ImagedYesNo,scientificNameReviewed,scientificNameReviewedwAuthorities,SpeciesAuthorityNew,SubspeciesAuthorityNew,VarietyAuthorityNew,IdentifierNew,IDDateNew,IDNotesNew,MuseumCollectionNew,CollectorsFieldNumberNew,CollectionDateNew,Prov_StateNew,DistrictNew,LocationNameNew,decimalLatitude,decimalLongitude,georeferencedBy,georeferenceVerificationStatus,georeferenceProtocol,georeferenceRemarks,elevationNew,Park_ER_IR_New,HabitatRemarksNew,SpecimenNotesNew,SpeciesAbundanceNew
V097782,Poa trivialis L.,Poa trivialis L.,grass; rough bluegrass,Poaceae,Poa,trivialis,L.,,,,,,,R. Soreng,1993-01-01,,Not Listed,Janszen 1979,Harvey Janszen,1079,1979-05-31,British Columbia,Gulf Islands,Mayne Island,Mayne Island,48.85,-123.2833333,,,,,,shady logging road; alder forest,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V097847,Ranunculus aquatilis L. var. hispidulus E.R. Drew,Ranunculus aquatilis L. var. hispidulus E.R. Drew,buttercup; white water-buttercup,Ranunculaceae,Ranunculus,aquatilis,,,,hispidulus,E.R. Drew,,,T. Brayshaw,1982-07-12,but slender pedicels,Not Listed,Janszen 1979,Harvey Janszen,1086,1979-05-31,British Columbia,Gulf Islands,Mayne Island,Park Road,,,,,,,,farm pond,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V097849,Symphytum officinale L.,Symphytum officinale L.,comfrey; common comfrey,Boraginaceae,Symphytum,officinale,L.,,,,,,,Harvey Janszen,1979-01-01,,Not Listed,Janszen 1979,Harvey Janszen,1088,1979-05-31,British Columbia,,Gulf Islands; Mayne Island,,48.85,-123.2833333,,,,,,farm field,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V097999,Lupinus polyphyllus Lindl.,Lupinus polyphyllus Lindl.,large-leaved lupine; lupine,Fabaceae,Lupinus,polyphyllus,Lindl.,,,,,,,Harvey Janszen,1979-01-01,IDD:  19790000; Mapped,Not Listed,Janszen 1979,Harvey Janszen,1094,1979-06-04,British Columbia,Gulf Islands,Mayne Island,Bennett Bay Road,48.85,-123.2833333,,,,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V097974,Poa trivialis L.,Poa trivialis L.,grass; rough bluegrass,Poaceae,Poa,trivialis,L.,,,,,,,R. Soreng,1993-01-01,,Not Listed,Janszen 1979,Harvey Janszen,1094,1979-05-31,British Columbia,Gulf Islands,Mayne Island,Mayne Island,48.85,-123.2833333,,,,,,wet farm fields,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V097994,Potentilla recta L.,Potentilla recta L.,cinquefoil; sulphur cinquefoil,Rosaceae,Potentilla,recta,L.,,,,,,,Harvey Janszen,1979-01-01,,Not Listed,,Harvey Janszen,1100,1979-06-04,British Columbia,Gulf Islands,Mayne Island,Georgina Point Road,48.85,-123.2833333,,,,,,Dry Grassy point,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V097992,Hesperis matronalis L.,Hesperis matronalis L.,dame's violet; sweet rocket,Brassicaceae,Hesperis,matronalis,L.,,,,,,,Bruce Bennett,1992-10-21,,Not Listed,Janszen 1979,Harvey Janszen,1102,1979-06-04,British Columbia,Gulf Islands,Mayne Island,Georgina Point Road,48.85,-123.2833333,,,,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V120330,Collomia heterophylla Hook.,Collomia heterophylla Hook.,vari-leaved collomia,Polemoniaceae,Collomia,heterophylla,Hook.,,,,,,,Harvey Janszen,1979-01-01,,Not Listed,Janszen 1979,Harvey Janszen,1108,1979-06-04,British Columbia,,Gulf Islands; Mayne Island; Hall Hill,S of hill,48.86666667,-123.2833333,,,,,,dry road hill,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V122415,Hordeum brachyantherum Nevski,Hordeum brachyantherum Nevski,grass; meadow barley,Poaceae,Hordeum,brachyantherum,Nevski,,,,,,,Mary Barkworth,1990-01-01,IDD:  19900000; Intermountain Herbarium - Utah State University,Not Listed,Janszen 1979,Harvey Janszen,1112,1979-06-04,British Columbia,,Gulf Islands; Mayne Island,,,,,,,,,rocks above high tide line,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V156488,Deschampsia elongata (Hook.) Munro ex Benth.,Deschampsia elongata (Hook.) Munro ex Benth.,grass; slender hairgrass,Poaceae,Deschampsia,elongata,(Hook.) Munro ex Benth.,,,,,,,Harvey Janszen,1979-01-01,,Not Listed,Janszen 1979,Harvey Janszen,1113,1979-06-04,British Columbia,Gulf Islands,Mayne Island,below Hall Hill,48.85,-123.2833333,,,,,,waste ground,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V104958,Equisetum hyemale L.,Equisetum hyemale L.,horsetail; scouring-rush,Equisetaceae,Equisetum,hyemale,L.,,,,,,,Adolf Ceska,1985-01-01,,Not Listed,,Harvey Janszen,1114,1979-06-04,British Columbia,,Mayne Island; Campbell Bay,Hillside above,,,,,,,,Sterile; wet forest; hillside.,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V097984,Bromus inermis Leys.,Bromus inermis Leys.,grass; smooth brome,Poaceae,Bromus,inermis,Leys.,,,,,,,Paul Catling,2014-01-01,AAFC Invasive Alien Plants of Canada Project,Not Listed,Janszen 1979,Harvey Janszen,1118,1979-06-04,British Columbia,Gulf Islands,Mayne Island,Bennett Bay Road,48.85,-123.2833333,,,,,,waste ground,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V097982,Holcus lanatus L.,Holcus lanatus L.,common velvet-grass; grass,Poaceae,Holcus,lanatus,L.,,,,,,,Harvey Janszen,1979-01-01,"Confirmed by Stephen J. Darbyshire, 2017",Not Listed,Janszen 1979,Harvey Janszen,1120,1979-06-05,British Columbia,,Gulf Islands; Mayne Island,Bennett Bay Road,,,,,,,,waste ground,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V097980,Trisetum canescens Buckl.,Trisetum canescens Buckl.,grass; tall trisetum,Poaceae,Trisetum,canescens,Buckl.,,,,,,,Harvey Janszen,1979-01-01,,Not Listed,Janszen 1979,Harvey Janszen,1122,1979-06-04,British Columbia,Gulf Islands,Mayne Island,hill S of Hall hill,48.8,-123.2,,,,,,dry logging road,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V097977,Carex crawfordii Fern.,Carex crawfordii Fern.,Crawford's sedge; sedge,Cyperaceae,Carex,crawfordii,Fern.,,,,,,,Frank Lomer,2000-04-02,,Not Listed,,Harvey Janszen,1126,1979-06-04,British Columbia,Gulf Islands,Mayne Island,,48.85,-123.2833333,,,,,,Sedge fen.,FL: Not C. feta; ventral leaf sheath largely hyaline too immature; but probably C. crawfordii.,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V097888,Matricaria discoidea DC.,Matricaria discoidea DC.,pineapple weed,Asteraceae,Matricaria,discoidea,DC.,,,,,,,Kendrick Marr,2021-03-16,Taxonomic update SG 95,Not Listed,,Harvey Janszen,1129,1979-06-08,British Columbia,,Galiano Island; Montague Harbour,,48.88333333,-123.3833333,,,,,,Waste ground,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V097880,Dactylis glomerata L.,Dactylis glomerata L.,grass; orchard-grass,Poaceae,Dactylis,glomerata,L.,,,,,,,Harvey Janszen,1979-01-01,,Not Listed,,Harvey Janszen,1133,1979-06-08,British Columbia,Gulf Islands,Galiano Island; Georgeson Bay,Georgeson Bay Road,48.85,-123.3333333,,,,,,waste ground; meadow,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V097875,Holcus lanatus L.,Holcus lanatus L.,common velvet-grass; grass,Poaceae,Holcus,lanatus,L.,,,,,,,Harvey Janszen,1979-01-01,,Not Listed,Janszen 1979,Harvey Janszen,1136,1979-06-08,British Columbia,,Gulf Islands; Galiano Island,Georgeson Bay Road,,,,,,,,waste ground and meadow,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V097930,Myosotis laxa Lehm.,Myosotis laxa Lehm.,forget-me-not; small-flowered forget-me-not,Boraginaceae,Myosotis,laxa,Lehm.,,,,,,,Harvey Janszen,1979-01-01,,Not Listed,Janszen 1979,Harvey Janszen,1142,1979-06-08,British Columbia,,Galiano Island; Montague Harbour,,48.88333333,-123.3833333,,,,,,wet ditches,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V067905,Ranunculus uncinatus D. Don ex G. Don,Ranunculus uncinatus D. Don ex G. Don,buttercup; little buttercup,Ranunculaceae,Ranunculus,uncinatus,D. Don ex G. Don,,,,,,,Margaret Heimburger,1980-08-28,,Not Listed,Janszen 1979,Harvey Janszen,1146,1979-06-08,British Columbia,Gulf Islands,Galiano Island,Montague Harbour,,,,,,,,waste ground; wet meadow,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V115931,Myosotis discolor Pers.,Myosotis discolor Pers.,common forget-me-not; forget-me-not,Boraginaceae,Myosotis,discolor,Pers.,,,,,,,Harvey Janszen,1979-01-01,,Not Listed,Janszen 1979,Harvey Janszen,1153,1979-06-08,British Columbia,,Gulf Islands; Galiano Island,Montague harbour,48.93333333,-123.45,,,,,,dry roadside,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V097816,Linnaea borealis L. ssp. longiflora (Torr.) Piper & Beattie,Linnaea borealis L. ssp. longiflora (Torr.) Piper & Beattie,,Caprifoliaceae,Linnaea,borealis,,longiflora,(Torr.) Hult.,,,,,Peter Zika,2017-01-01,,,Janszen 1979,Harvey Janszen,1155,1979-06-08,British Columbia,,Galiano Island,section L-25,,,,,,,,dry fir forest,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V097817,Raphanus raphanistrum L.,Raphanus raphanistrum L.,radish; wild radish,Brassicaceae,Raphanus,raphanistrum,L.,,,,,,,Harvey Janszen,1979-01-01,,Not Listed,Janszen 1979,Harvey Janszen,1157,1979-06-08,British Columbia,Gulf Islands,Galiano Island,sec. L 19,48.93333333,-123.45,,,,,,dry roadside,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V097879,Bromus vulgaris (Hook.) Shear,Bromus vulgaris (Hook.) Shear,Columbia brome; grass,Poaceae,Bromus,vulgaris,(Hook.) Shear,,,,,,,Jeffery Saarela,2009-01-01,"IDD:  20090000; Saarela from National Herbarium of Canada (CAN), Canadian Museum of Nature",Not Listed,Janszen 1979,Harvey Janszen,1161,1979-06-08,British Columbia,Gulf Islands,Galiano Island,,48.93333333,-123.45,,,,,,Cedar swordfern forest,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V097819,Aquilegia formosa Fisch. ex DC.,Aquilegia formosa Fisch. ex DC.,columbine; Sitka columbine,Ranunculaceae,Aquilegia,formosa,Fisch. ex DC.,,,,,,,Harvey Janszen,1979-01-01,,Not Listed,Janszen 1979,Harvey Janszen,1163,1979-06-08,British Columbia,,Galiano Island,,,,,,,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V097870,Trisetum canescens Buckl.,Trisetum canescens Buckl.,grass; tall trisetum,Poaceae,Trisetum,canescens,Buckl.,,,,,,,Harvey Janszen,1979-01-01,,Not Listed,Hanszen 1979,Harvey Janszen,1165,1979-06-08,British Columbia,Gulf Islands,Galiano Island,,48.91666667,-123.4333333,,,,,,dry moss floored fir forest,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V097871,Aira caryophyllea L.,Aira caryophyllea L.,grass; silver hairgrass,Poaceae,Aira,caryophyllea,L.,,,,,,,Harvey Janszen,1979-01-01,,Not Listed,Janszen 1979,Harvey Janszen,1168,1979-06-08,British Columbia,Gulf Islands,Galiano Island,sec L 19,48.93333333,-123.45,,,,,,Moss floor fir forest; sec-L-19.,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V122413,Nasturtium microphyllum Boenninghausen ex Reichenbach,Nasturtium microphyllum Boenninghausen ex Reichenbach,,Brassicaceae,Nasturtium,microphyllum,Boenninghausen ex Reichenbach,,,,,,,,2013-10-17,,,Janszen 1979,Harvey Janszen,1172,1979-06-08,British Columbia,Gulf Islands,Galiano Island,,48.93333333,-123.45,,,,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V164875,Rosa eglanteria L.,Rosa eglanteria L.,rose; sweetbriar,Rosaceae,Rosa,eglanteria,L.,,,,,,,Harvey Janszen,1979-01-01,,Not Listed,Janszen 1979,Harvey Janszen,1179,1979-06-08,British Columbia,Gulf Islands,Galiano Island,section L-19,,,,,,,,waste ground,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V120329,Collomia heterophylla Hook.,Collomia heterophylla Hook.,vari-leaved collomia,Polemoniaceae,Collomia,heterophylla,Hook.,,,,,,,Harvey Janszen,1979-01-01,,Not Listed,Janszen 1979,Harvey Janszen,1183,1979-06-08,British Columbia,,Gulf Islands; Galiano Island,sec-L-20,48.93333333,-123.45,,,,,,logging road,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V097893,Eleocharis palustris (L.) Roem. & J.A. Schult.,Eleocharis palustris (L.) Roem. & J.A. Schult.,common spike-rush; spike-rush,Cyperaceae,Eleocharis,palustris,(L.) Roem. & J.A. Schult.,,,,,,,S. Smith,2000-01-01,"IDD:  20000000; S. Galen Smith was located at University of Wisconsin, Whitewater, working on a Flora of North America Project",Not Listed,Janszen 1979,Harvey Janszen,1186,1979-06-08,British Columbia,Gulf Islands,Galiano Island,Section L-20,,,,,,,,standing water in lake,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V115932,Myosotis scorpioides L.,Myosotis scorpioides L.,European forget-me-not; forget-me-not,Boraginaceae,Myosotis,scorpioides,L.,,,,,,,Harvey Janszen,1979-01-01,,Not Listed,Janszen 1979,Harvey Janszen,1193,1979-06-08,British Columbia,,Galiano Island,sec L-20,48.93333333,-123.45,,,,,,wet shore of lake,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V112752,Ranunculus aquatilis L. var. hispidulus E.R. Drew,Ranunculus aquatilis L. var. hispidulus E.R. Drew,buttercup; white water-buttercup,Ranunculaceae,Ranunculus,aquatilis,,,,hispidulus,E.R. Drew,,,T. Brayshaw,1983-01-12,,Not Listed,Janszen 1979,Harvey Janszen,1194,1979-06-08,British Columbia,Gulf Islands,Galiano Island,sec.L.20,,,,,,,,floating in lake,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V120987,Ranunculus flammula L. ssp. reptans (L.) Syme in Sowerby var. ovalis (Bigel.) Benson,Ranunculus flammula L. ssp. reptans (L.) Syme in Sowerby var. ovalis (Bigel.) Benson,buttercup; lesser spearwort,Ranunculaceae,Ranunculus,flammula,,reptans,,ovalis,(Bigel.) Benson,,,T. Brayshaw,1981-11-17,,Not Listed,Janszen 1979,Harvey Janszen,1195,1979-06-08,British Columbia,Gulf Islands,Galiano Island,lake; sec. L-20,,,,,,,,wet lake shore,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V145312,Sagina procumbens L.,Sagina procumbens L.,bird's-eye pearlwort; pearlwort,Caryophyllaceae,Sagina,procumbens,L.,,,,,,,Kendrick Marr,2014-11-21,Reviewed for VFBC,Not Listed,,Harvey Janszen,1196,1979-06-08,British Columbia,,Galiano Island,sec-L-20,48.92305556,-123.4386111,,,,,,damp ground; edge of lake,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V098535,Bromus carinatus Hook. & Arn. var. carinatus,Bromus carinatus Hook. & Arn. var. carinatus,California brome; grass,Poaceae,Bromus,carinatus,,,,carinatus,,,,Laurel Anderton,2005-01-01,IDD:  20050000; Anderton of Intermountain Herbarium - Utah State University,Not Listed,Janszen 1979,Harvey Janszen,1205,1979-06-19,British Columbia,Gulf Islands,Hope Bay; North Pender Island,,48.8,-123.2666667,,,,,,dry waste ground,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V098533,Bromus hordeaceus L.,Bromus hordeaceus L.,grass; soft brome,Poaceae,Bromus,hordeaceus,L.,,,,,,,Jeffery Saarela,2009-01-01,"IDD:  20090000; Saarela of National Herbarium of Canada (CAN), Canadian Museum of Nature",Not Listed,Janszen 1979,Harvey Janszen,1206,1979-06-19,British Columbia,Gulf Islands,Hope Bay; North Pender Island,,48.8,-123.2666667,,,,,,waste ground,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V098536,Lolium multiflorum Lam.,Lolium multiflorum Lam.,grass; Italian ryegrass,Poaceae,Lolium,multiflorum,Lam.,,,,,,,Harvey Janszen,1979-01-01,,Not Listed,Janszen 1979,Harvey Janszen,1209,1979-06-19,British Columbia,Gulf Islands,North Pender Island; Hope Bay,,48.8,-123.2666667,,,,,,dry meadow,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V098532,Holcus lanatus L.,Holcus lanatus L.,common velvet-grass; grass,Poaceae,Holcus,lanatus,L.,,,,,,,Harvey Janszen,1979-01-01,,Not Listed,Janszen 1979,Harvey Janszen,1210,1979-06-19,British Columbia,,Gulf Islands; North Pender Island; Hope Bay,,,,,,,,,waste ground,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V098534,Puccinellia nuttalliana (J.A. Schult.) A.S. Hitchc.,Puccinellia nuttalliana (J.A. Schult.) A.S. Hitchc.,grass; Nuttall's alkaligrass,Poaceae,Puccinellia,nuttalliana,(J.A. Schult.) A.S. Hitchc.,,,,,,,Harvey Janszen,1979-01-01,,Not Listed,Janszen 1979,Harvey Janszen,1211,1979-06-19,British Columbia,Gulf Islands,North Pender Island; Hope Bay,,48.8,-123.2666667,,,,,,High tide mark.,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V098557,Poa compressa L.,Poa compressa L.,Canada bluegrass; grass,Poaceae,Poa,compressa,L.,,,,,,,R. Soreng,1993-01-01,,Not Listed,Janszen 1979,Harvey Janszen,1218,1979-06-19,British Columbia,Gulf Islands,North Pender Island,Clam Bay Road,48.78333333,-123.2833333,,,,,,moist roadside,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V098623,Poa trivialis L.,Poa trivialis L.,grass; rough bluegrass,Poaceae,Poa,trivialis,L.,,,,,,,R. Soreng,1993-01-01,,Not Listed,Janszen 1979,Harvey Janszen,1221,1979-06-19,British Columbia,Gulf Islands,North Pender Island,North Pender Island,48.78333333,-123.2833333,,,,,,moist swordfern woods,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V098588,Prunella vulgaris L. var. vulgaris L.,Prunella vulgaris L. var. vulgaris L.,,Lamiaceae,Prunella,vulgaris,,,,vulgaris,L.,,,Kendrick Marr,2020-12-22,FNA update,,Janszen 1979,Harvey Janszen,1223,1979-06-19,British Columbia,Gulf Islands,North Pender Island,,48.78333333,-123.2833333,,,,,,waste ground,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V098737,Sisymbrium officinale (L.) Scop.,Sisymbrium officinale (L.) Scop.,hedge mustard; tumble-mustard,Brassicaceae,Sisymbrium,officinale,(L.) Scop.,,,,,,,Harvey Janszen,1979-01-01,,Not Listed,Janszen 1979,Harvey Janszen,1225,1979-06-19,British Columbia,Gulf Islands,North Pender Island,Port Washington Road,48.78333333,-123.2833333,,,,,,waste ground,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V098702,Trifolium arvense L.,Trifolium arvense L.,clover; hare's-foot clover,Fabaceae,Trifolium,arvense,L.,,,,,,,Oldriska Ceska,2000-03-01,,Not Listed,Janszen 1979,Harvey Janszen,1244,1979-06-19,British Columbia,Gulf Islands,Otter Bay; North Pender Island,,48.8,-123.3166667,,,,,,dry ground,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V098707,Ranunculus repens L.,Ranunculus repens L.,buttercup; creeping buttercup,Ranunculaceae,Ranunculus,repens,L.,,,,,,,Margaret Heimburger,1980-08-28,,Not Listed,Janszen 1979,Harvey Janszen,1249,1979-06-19,British Columbia,Gulf Islands,North Pender Island,Clam Bay,,,,,,,,moist waste ground,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V098755,Lapsana communis L.,Lapsana communis L.,nipplewort,Asteraceae,Lapsana,communis,L.,,,,,,,Harvey Janszen,1979-01-01,,Not Listed,Janszen 1979,Harvey Janszen,1262,1979-06-19,British Columbia,Gulf Islands,North Pender Island; Hope Bay,,,,,,,,,dry waste ground,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V097865,Poa compressa L.,Poa compressa L.,Canada bluegrass; grass,Poaceae,Poa,compressa,L.,,,,,,,R. Soreng,1993-01-01,,Not Listed,Janszen 1979,Harvey Janszen,1265,1979-06-28,British Columbia,Gulf Islands,Galiano Island,Clam Bay Road; gravel pit sec-L-66,48.93333333,-123.45,,,,,,waste ground; moist roadside,some lemmas moderately webbed,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V097814,Arenaria serpyllifolia L. var. serpyllifolia,Arenaria serpyllifolia L. var. serpyllifolia,,Caryophyllaceae,Arenaria,serpyllifolia,,,,serpyllifolia,,,,Kendrick Marr,2014-11-12,Reviewed for VFBC,,,Harvey Janszen,1266,1979-06-28,British Columbia,Gulf Islands,Galiano Island,sec L-66,48.93333333,-123.45,,,,,,waste ground; gravel pit; sec-L-66,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V097813,Sisymbrium officinale (L.) Scop.,Sisymbrium officinale (L.) Scop.,hedge mustard; tumble-mustard,Brassicaceae,Sisymbrium,officinale,(L.) Scop.,,,,,,,Harvey Janszen,1979-01-01,,Not Listed,Janszen 1979,Harvey Janszen,1272,1979-06-28,British Columbia,Gulf Islands,Galiano Island,gravel pit; sec-L-66,48.93333333,-123.45,,,,,,waste ground; gravel pit,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V098383,Carex utriculata Boott,Carex utriculata Boott,beaked sedge; sedge,Cyperaceae,Carex,utriculata,Boott,,,,,,,Jenifer Penny,2000-08-02,,Not Listed,Janszen 1979,Harvey Janszen,1278,1979-06-28,British Columbia,Gulf Islands,Galiano Island,Sec-L-66,48.93333333,-123.45,,,,,,lake,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V097820,Monotropa uniflora L.,Monotropa uniflora L.,ghost pipe; ghost plant,Monotropaceae,Monotropa,uniflora,L.,,,,,,,Gary Wallace,1999-01-01,IDD:  19990000; examined for study of the Flora of North America at Rancho Santa Ana Botanic Garden (RSA) by Wallace,Not Listed,Janszen 1979,Harvey Janszen,1282,1979-06-28,British Columbia,Gulf Islands,Galiano Island,Sec-L-66,48.93333333,-123.45,,,,,,dry fir - salal forest,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V097812,Stellaria borealis Bigelow ssp. sitchana (Steud.) Piper & Beattie,Stellaria borealis Bigelow ssp. sitchana (Steud.) Piper & Beattie,boreal starwort; starwort,Caryophyllaceae,Stellaria,borealis,,sitchana,(Steud.) Piper & Beattie,,,,,Richard Rabeler,2008-01-01,IDD:  20080000; Rabeler from the University of Michigan Herbarium,Not Listed,Janszen 1979,Harvey Janszen,1283,1979-06-28,British Columbia,Gulf Islands,Galiano Island,sec L-66,48.93333333,-123.45,,,,,,sedge fen,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V097827,Potentilla egedii Wormskj.,Potentilla egedii Wormskj.,cinquefoil; coast silverweed,Rosaceae,Potentilla,egedii,Wormskj.,,,,,,,Kendrick Marr,2006-02-07,,Not Listed,Janszen 1979,Harvey Janszen,1293,1979-06-28,British Columbia,Gulf Islands,Galiano Island,Sec L-57,48.93333333,-123.45,,,,,,farm field,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V097869,Alopecurus geniculatus L.,Alopecurus geniculatus L.,grass; water meadow-foxtail,Poaceae,Alopecurus,geniculatus,L.,,,,,,,William Crins,1989-01-01,,Not Listed,Janszen 1979,Harvey Janszen,1294,1979-06-28,British Columbia,Gulf Islands,Galiano Island,,48.93333333,-123.45,,,,,,Wet farm field sec-L-57.,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V098003,Carex lenticularis Michx. var. limnophila (Holm) Cronq.,Carex lenticularis Michx. var. limnophila (Holm) Cronq.,Hind's sedge; sedge,Cyperaceae,Carex,lenticularis,,,,limnophila,(Holm) Cronq.,,,Adolf Ceska,2000-08-01,,Not Listed,Janszen 1979,Harvey Janszen,1299,1979-06-28,British Columbia,Gulf Islands,Galiano Island,,48.93333333,-123.45,,,,,,Farm fields.,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V097867,Poa trivialis L.,Poa trivialis L.,grass; rough bluegrass,Poaceae,Poa,trivialis,L.,,,,,,,R. Soreng,1993-01-01,,Not Listed,Janszen 1979,Harvey Janszen,1300,1979-06-28,British Columbia,,Galiano Island,Galiano Island; sec-L-51,48.93333333,-123.45,,,,,,farm fields,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V097861,Poa pratensis L.,Poa pratensis L.,grass; Kentucky bluegrass,Poaceae,Poa,pratensis,L.,,,,,,,R. Soreng,1993-01-01,,Not Listed,Janszen 1979,Harvey Janszen,1316,1979-07-07,British Columbia,Gulf Islands,Galiano Island,N. Galiano,48.93333333,-123.45,,,,,,sphagnum bog,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V098006,Carex leptalea Wahlenb.,Carex leptalea Wahlenb.,bristle-stalked sedge; sedge,Cyperaceae,Carex,leptalea,Wahlenb.,,,,,,,Bruce Ford,2006-01-01,IDD:  20060000; Ford from Herbarium of the University of Manitoba (WIN),Not Listed,Janszen 1979,Harvey Janszen,1318,1979-07-07,British Columbia,Gulf Islands,Galiano Island,,48.93333333,-123.45,,,,,,on sphagnum bog,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V098721,Rorippa sylvestris (L.) Bess.,Rorippa sylvestris (L.) Bess.,creeping yellow cress; yellow cress,Brassicaceae,Rorippa,sylvestris,(L.) Bess.,,,,,,,Harvey Janszen,1979-01-01,,Not Listed,Janszen 1979,Harvey Janszen,1319,1979-07-07,British Columbia,Gulf Islands,Saltspring Island,,48.75,-123.4833333,,,,,,waste land; downtown,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V098648,Agrostis stolonifera L.,Agrostis stolonifera L.,creeping bentgrass; grass,Poaceae,Agrostis,stolonifera,L.,,,,,,,Michael Harvey,1991-01-01,,Not Listed,Janszen 1979,Harvey Janszen,1330,1979-07-07,British Columbia,Gulf Islands,Saltspring Island; Booth Bay,Booth Canal,48.75,-123.4833333,,,,,,Salt mud flats.,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V098649,Poa pratensis L.,Poa pratensis L.,grass; Kentucky bluegrass,Poaceae,Poa,pratensis,L.,,,,,,,R. Soreng,1993-01-01,,Not Listed,Janszen 1979,Harvey Janszen,1331,1979-07-07,British Columbia,Gulf Islands,Saltspring Island; Booth Bay,Booth Canal,48.75,-123.4833333,,,,,,mud salt flats,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
